activity_id,activity_name,start,end,patient
dd1d0729-adc6-4d45-8f63-a304fade33b8,Donor check-in,2024-09-13 11:36:25.123506,2024-09-13 11:36:27.597582,Patient Left
dd1d0729-adc6-4d45-8f63-a304fade33b8,Donor check-in,2024-09-13 11:36:29.320526,2024-09-13 11:36:31.767703,Patient Right
795e7cb5-28c4-4018-8287-abaeeba50797,HCW check-in,2024-09-13 11:36:33.539341,2024-09-13 11:36:41.441469,Patient Left
dbfceff6-114c-453f-a3b7-79d374cf23b7,Hand hygiene,2024-09-13 11:36:42.715291,2024-09-13 11:36:50.152665,
c0bb52cb-913b-416b-9d04-647704cd0730,Check blood drawing machine,2024-09-13 11:36:51.133873,2024-09-13 11:36:55.007492,Patient Left
ecf31e86-5b9f-419f-9822-ac505d6280cd,Apply tourniquet,2024-09-13 11:36:56.158683,2024-09-13 11:37:03.626595,Patient Left
dbfceff6-114c-453f-a3b7-79d374cf23b7,Hand hygiene and wear gloves,2024-09-13 11:37:05.019916,2024-09-13 11:37:23.124793,
7f123b7a-e589-47ff-b1df-40ea79f02dde,Disinfect injection site,2024-09-13 11:37:23.619708,2024-09-13 11:37:53.991961,Patient Left
4d25e9ba-0a27-4892-8fea-4585afec0dde,Insert needle,2024-09-13 11:38:01.761215,2024-09-13 11:38:15.647995,Patient Left
6cb2bfbe-0115-437b-a73b-c0a5d8536608,Remove tourniquet,2024-09-13 11:38:18.039627,2024-09-13 11:38:22.742912,Patient Left
d5714ff5-766e-4079-b29e-0459f23f8e6d,Start blood drawing machine,2024-09-13 11:38:23.605662,2024-09-13 11:38:28.162675,Patient Left
dbfceff6-114c-453f-a3b7-79d374cf23b7,"Remove gloves, dispose of gloves, and hand hygiene",2024-09-13 11:38:30.797744,2024-09-13 11:38:46.228218,
c0bb52cb-913b-416b-9d04-647704cd0730,Check blood drawing machine,2024-09-13 11:38:46.847129,2024-09-13 11:38:51.296071,Patient Right
ecf31e86-5b9f-419f-9822-ac505d6280cd,Apply tourniquet,2024-09-13 11:38:52.267121,2024-09-13 11:38:57.555752,Patient Right
dbfceff6-114c-453f-a3b7-79d374cf23b7,"Hand hygiene and wear gloves",2024-09-13 11:39:00.156562,2024-09-13 11:39:22.959908,
7f123b7a-e589-47ff-b1df-40ea79f02dde,Disinfect injection site,2024-09-13 11:39:23.694775,2024-09-13 11:39:35.294914,Patient Right
4d25e9ba-0a27-4892-8fea-4585afec0dde,Insert needle,2024-09-13 11:39:38.702670,2024-09-13 11:39:53.173469,Patient Right
6cb2bfbe-0115-437b-a73b-c0a5d8536608,Remove tourniquet,2024-09-13 11:39:56.132785,2024-09-13 11:40:01.368388,Patient Right
d5714ff5-766e-4079-b29e-0459f23f8e6d,Start blood drawing machine,2024-09-13 11:40:02.431478,2024-09-13 11:40:04.465401,Patient Right
04dab58e-2d4c-4c14-9dfa-c8516d6d9325,Monitor patient,2024-09-13 11:40:13.869390,2024-09-13 11:40:19.216477,Patient Right
cb1d10db-8766-4026-b1d2-f0093fb98d55,Stop blood drawing machine,2024-09-13 11:40:22.057237,2024-09-13 11:40:25.319996,Patient Right
96dab68c-e538-40e4-9cdb-fae937ed314e,Remove needle,2024-09-13 11:40:26.513914,2024-09-13 11:40:40.986098,Patient Right
dbfceff6-114c-453f-a3b7-79d374cf23b7,"Remove gloves, dispose of gloves, and hand hygiene",2024-09-13 11:40:43.564194,2024-09-13 11:41:03.126603,
7cc29cf8-f408-4538-a6d6-3571891ea0db,Donor check-out,2024-09-13 11:41:05.441740,2024-09-13 11:41:08.456003,Patient Right
44f8fdc7-a383-4e00-b093-5bfab4f27d1c,Take out samples,2024-09-13 11:41:09.090318,2024-09-13 11:41:17.614283,Patient Right
dbfceff6-114c-453f-a3b7-79d374cf23b7,"Hand hygiene and wear gloves",2024-09-13 11:41:20.986196,2024-09-13 11:41:43.720154,
04dab58e-2d4c-4c14-9dfa-c8516d6d9325,Monitor patient,2024-09-13 11:41:45.086096,2024-09-13 11:41:50.970869,Patient Left
cb1d10db-8766-4026-b1d2-f0093fb98d55,Stop blood drawing machine,2024-09-13 11:41:55.831602,2024-09-13 11:41:59.274574,Patient Left
96dab68c-e538-40e4-9cdb-fae937ed314e,Remove needle,2024-09-13 11:42:00.916188,2024-09-13 11:42:12.904329,Patient Left
dbfceff6-114c-453f-a3b7-79d374cf23b7,"Remove gloves, dispose of gloves, and hand hygiene",2024-09-13 11:42:16.126784,2024-09-13 11:42:28.117366,
7cc29cf8-f408-4538-a6d6-3571891ea0db,Donor check-out,2024-09-13 11:42:29.138801,2024-09-13 11:42:31.704229,Patient Left
44f8fdc7-a383-4e00-b093-5bfab4f27d1c,Take out samples,2024-09-13 11:42:34.650374,2024-09-13 11:42:42.466735,Patient Left
dbfceff6-114c-453f-a3b7-79d374cf23b7,Hand hygiene,2024-09-13 11:42:46.117803,2024-09-13 11:42:51.933907,
1b6d505c-2da1-45b1-ab9b-70978ec5432c,HCW check-out,2024-09-13 11:42:53.264581,2024-09-13 11:42:56.446616,Patient Left
