activity_id,activity_name,start,end,patient
a67d69be-d371-4f70-87fe-f5c999f44de1,Donor check-in,2024-09-11 16:27:03.915791,2024-09-11 16:27:06.671846,Patient Left
a9b06dd5-14e3-4d3a-8612-9a7beb988e3b,HCW check-in,2024-09-11 16:27:07.518590,2024-09-11 16:27:10.878223,Patient Left
20906e47-d40b-45f2-a65b-173dbb8f6431,Hand hygiene,2024-09-11 16:27:13.438417,2024-09-11 16:27:28.043609,Patient Left
9d37ae30-3455-4566-83dd-5cf6e7d3bcf5,Check blood drawing machine,2024-09-11 16:27:28.759087,2024-09-11 16:27:33.350176,Patient Left
3f560d09-c0b4-4b21-803b-c7d53483c86c,Apply tourniquet,2024-09-11 16:27:34.330547,2024-09-11 16:27:38.955853,Patient Left
20906e47-d40b-45f2-a65b-173dbb8f6431,Hand hygiene and wear gloves,2024-09-11 16:27:42.839810,2024-09-11 16:28:23.301325,Patient Left
584e55d1-6d29-4755-8157-8425e350d58f,Disinfect injection site,2024-09-11 16:28:24.512852,2024-09-11 16:28:36.153051,Patient Left
ec51e296-e89b-4f04-9269-eba290522620,Insert needle,2024-09-11 16:28:38.399205,2024-09-11 16:28:46.642612,Patient Left
458e722f-09a4-44ab-ad01-ad9776af9ea6,Remove tourniquet,2024-09-11 16:28:50.668120,2024-09-11 16:28:54.846464,Patient Left
7b49baac-e486-4043-8a77-e615b77fa894,Start blood drawing machine,2024-09-11 16:28:58.917073,2024-09-11 16:29:02.255621,Patient Left
0e7ff5d4-31da-4d90-a342-6e05fc718c1d,Monitor patient,2024-09-11 16:29:04.544093,2024-09-11 16:29:12.103504,Patient Left
3f266752-410a-4b3b-98a2-1d6982092cc1,Stop blood drawing machine,2024-09-11 16:29:13.706901,2024-09-11 16:29:17.150632,Patient Left
a4485d2e-56db-4da8-9373-3478d95254fa,Remove needle,2024-09-11 16:29:18.608582,2024-09-11 16:29:30.101695,Patient Left
20906e47-d40b-45f2-a65b-173dbb8f6431,Remove gloves and hand hygiene,2024-09-11 16:29:31.783187,2024-09-11 16:29:48.176438,Patient Left
339b2376-8b7e-42e2-9f97-318155e799b4,Donor check-out,2024-09-11 16:29:50.987416,2024-09-11 16:29:54.186218,Patient Left
baa31a27-fcb4-4cc7-8247-d7fa5eda96c7,Take out samples,2024-09-11 16:29:57.077301,2024-09-11 16:30:04.837602,Patient Left
20906e47-d40b-45f2-a65b-173dbb8f6431,Hand hygiene,2024-09-11 16:30:06.593528,2024-09-11 16:30:16.148784,Patient Left
7a41d5ac-378f-4141-bcd0-d1268b27d4d6,HCW check-out,2024-09-11 16:30:17.298627,2024-09-11 16:30:21.008500,Patient Left
