activity_id,activity_name,start,end,patient
dd1d0729-adc6-4d45-8f63-a304fade33b8,Donor check-in,2024-09-13 11:27:23.125049,2024-09-13 11:27:24.943662,Patient Left
dd1d0729-adc6-4d45-8f63-a304fade33b8,Donor check-in,2024-09-13 11:27:26.817839,2024-09-13 11:27:35.178798,Patient Right
795e7cb5-28c4-4018-8287-abaeeba50797,HCW check-in,2024-09-13 11:27:38.060504,2024-09-13 11:27:43.940149,Patient Left
dbfceff6-114c-453f-a3b7-79d374cf23b7,Hand hygiene,2024-09-13 11:27:45.090958,2024-09-13 11:27:52.929396,
c0bb52cb-913b-416b-9d04-647704cd0730,Check blood drawing machine,2024-09-13 11:27:53.824351,2024-09-13 11:28:00.827800,Patient Left
ecf31e86-5b9f-419f-9822-ac505d6280cd,Apply tourniquet,2024-09-13 11:28:04.935803,2024-09-13 11:28:13.158328,Patient Left
dbfceff6-114c-453f-a3b7-79d374cf23b7,Hand hygiene and wear gloves,2024-09-13 11:28:15.970087,2024-09-13 11:28:31.696503,
7f123b7a-e589-47ff-b1df-40ea79f02dde,Disinfect injection site,2024-09-13 11:28:32.902231,2024-09-13 11:28:46.853349,Patient Left
4d25e9ba-0a27-4892-8fea-4585afec0dde,Insert needle,2024-09-13 11:28:51.872161,2024-09-13 11:28:58.732989,Patient Left
6cb2bfbe-0115-437b-a73b-c0a5d8536608,Remove tourniquet,2024-09-13 11:29:07.643680,2024-09-13 11:29:14.616209,Patient Left
d5714ff5-766e-4079-b29e-0459f23f8e6d,Start blood drawing machine,2024-09-13 11:29:17.029377,2024-09-13 11:29:20.849417,Patient Left
dbfceff6-114c-453f-a3b7-79d374cf23b7,"Remove gloves, dispose of gloves, and hand hygiene",2024-09-13 11:29:21.628962,2024-09-13 11:29:31.420050,
c0bb52cb-913b-416b-9d04-647704cd0730,Check blood drawing machine,2024-09-13 11:29:32.556380,2024-09-13 11:29:37.693143,Patient Right
ecf31e86-5b9f-419f-9822-ac505d6280cd,Apply tourniquet,2024-09-13 11:29:38.603418,2024-09-13 11:29:45.327282,Patient Right
dbfceff6-114c-453f-a3b7-79d374cf23b7,Hand hygiene and wear gloves,2024-09-13 11:29:46.409554,2024-09-13 11:29:57.649511,
7f123b7a-e589-47ff-b1df-40ea79f02dde,Disinfect injection site,2024-09-13 11:29:58.193487,2024-09-13 11:30:08.255668,Patient Right
4d25e9ba-0a27-4892-8fea-4585afec0dde,Insert needle,2024-09-13 11:30:12.509873,2024-09-13 11:30:19.399878,Patient Right
6cb2bfbe-0115-437b-a73b-c0a5d8536608,Remove tourniquet,2024-09-13 11:30:21.944185,2024-09-13 11:30:26.751784,Patient Right
d5714ff5-766e-4079-b29e-0459f23f8e6d,Start blood drawing machine,2024-09-13 11:30:29.890522,2024-09-13 11:30:33.332569,Patient Right
04dab58e-2d4c-4c14-9dfa-c8516d6d9325,Monitor patient,2024-09-13 11:30:41.989229,2024-09-13 11:30:45.609720,Patient Right
cb1d10db-8766-4026-b1d2-f0093fb98d55,Stop blood drawing machine,2024-09-13 11:30:48.651119,2024-09-13 11:30:52.968640,Patient Right
96dab68c-e538-40e4-9cdb-fae937ed314e,Remove needle,2024-09-13 11:30:53.830946,2024-09-13 11:31:04.743181,Patient Right
dbfceff6-114c-453f-a3b7-79d374cf23b7,"Remove gloves, dispose of gloves, and hand hygiene",2024-09-13 11:31:06.873143,2024-09-13 11:31:18.019592,
7cc29cf8-f408-4538-a6d6-3571891ea0db,Donor check-out,2024-09-13 11:31:19.922061,2024-09-13 11:31:23.576868,Patient Right
44f8fdc7-a383-4e00-b093-5bfab4f27d1c,Take out samples,2024-09-13 11:31:27.440569,2024-09-13 11:31:38.181598,Patient Right
dbfceff6-114c-453f-a3b7-79d374cf23b7,Hand hygiene and wear gloves,2024-09-13 11:31:43.024300,2024-09-13 11:31:54.623179,
04dab58e-2d4c-4c14-9dfa-c8516d6d9325,Monitor patient,2024-09-13 11:32:01.239194,2024-09-13 11:32:09.222370,Patient Left
cb1d10db-8766-4026-b1d2-f0093fb98d55,Stop blood drawing machine,2024-09-13 11:32:10.515654,2024-09-13 11:32:14.439937,Patient Left
96dab68c-e538-40e4-9cdb-fae937ed314e,Remove needle,2024-09-13 11:32:17.669643,2024-09-13 11:32:27.831557,Patient Left
dbfceff6-114c-453f-a3b7-79d374cf23b7,"Remove gloves, dispose of gloves, and hand hygiene",2024-09-13 11:32:28.969883,2024-09-13 11:32:43.268126,
7cc29cf8-f408-4538-a6d6-3571891ea0db,Donor check-out,2024-09-13 11:32:44.371344,2024-09-13 11:32:45.233359,Patient Left
44f8fdc7-a383-4e00-b093-5bfab4f27d1c,Take out samples,2024-09-13 11:32:45.937469,2024-09-13 11:32:53.009742,Patient Left
dbfceff6-114c-453f-a3b7-79d374cf23b7,Hand hygiene,2024-09-13 11:32:54.387868,2024-09-13 11:32:57.678634,
1b6d505c-2da1-45b1-ab9b-70978ec5432c,HCW check-out,2024-09-13 11:32:59.189720,2024-09-13 11:33:01.148710,Patient Left
