activity_id,activity_name,start,end,patient
dd1d0729-adc6-4d45-8f63-a304fade33b8,Donor check-in,2024-09-13 11:03:57.548922,2024-09-13 11:04:00.423045,Patient Left
795e7cb5-28c4-4018-8287-abaeeba50797,HCW check-in,2024-09-13 11:04:03.745932,2024-09-13 11:04:06.070458,Patient Left
c0bb52cb-913b-416b-9d04-647704cd0730,Check blood drawing machine,2024-09-13 11:04:20.090133,2024-09-13 11:04:25.450959,Patient Left
dbfceff6-114c-453f-a3b7-79d374cf23b7,Hand hygiene,2024-09-13 11:04:06.737881,2024-09-13 11:04:25.789404,Patient Left
b66fea1b-5483-496a-b810-0d9ace55fa8b,Disturbance,2024-09-13 11:04:26.506195,2024-09-13 11:04:33.349600,Patient Left
dbfceff6-114c-453f-a3b7-79d374cf23b7,Hand hygiene,2024-09-13 11:04:35.133467,2024-09-13 11:04:45.753915,Patient Left
ecf31e86-5b9f-419f-9822-ac505d6280cd,Apply tourniquet,2024-09-13 11:04:46.843134,2024-09-13 11:04:53.212440,Patient Left
dbfceff6-114c-453f-a3b7-79d374cf23b7,Hand hygiene and wear gloves,2024-09-13 11:04:53.845793,2024-09-13 11:05:32.000751,Patient Left
7f123b7a-e589-47ff-b1df-40ea79f02dde,Disinfect injection site,2024-09-13 11:05:32.917958,2024-09-13 11:05:42.417490,Patient Left
4d25e9ba-0a27-4892-8fea-4585afec0dde,Insert needle,2024-09-13 11:05:45.499669,2024-09-13 11:05:54.539889,Patient Left
6cb2bfbe-0115-437b-a73b-c0a5d8536608,Remove tourniquet,2024-09-13 11:05:55.615716,2024-09-13 11:06:00.008488,Patient Left
d5714ff5-766e-4079-b29e-0459f23f8e6d,Start blood drawing machine,2024-09-13 11:06:00.891382,2024-09-13 11:06:02.801264,Patient Left
04dab58e-2d4c-4c14-9dfa-c8516d6d9325,Monitor patient,2024-09-13 11:06:08.415597,2024-09-13 11:06:12.002086,Patient Left
cb1d10db-8766-4026-b1d2-f0093fb98d55,Stop blood drawing machine,2024-09-13 11:06:13.132809,2024-09-13 11:06:15.106184,Patient Left
96dab68c-e538-40e4-9cdb-fae937ed314e,Remove needle,2024-09-13 11:06:15.657601,2024-09-13 11:06:24.941144,Patient Left
dbfceff6-114c-453f-a3b7-79d374cf23b7,Remove gloves and hand hygiene,2024-09-13 11:06:27.304738,2024-09-13 11:06:40.793228,Patient Left
7cc29cf8-f408-4538-a6d6-3571891ea0db,Donor check-out,2024-09-13 11:06:42.000210,2024-09-13 11:06:43.634641,Patient Left
44f8fdc7-a383-4e00-b093-5bfab4f27d1c,Take out samples,2024-09-13 11:06:46.524392,2024-09-13 11:06:53.827069,Patient Left
dbfceff6-114c-453f-a3b7-79d374cf23b7,Hand hygiene,2024-09-13 11:06:56.923149,2024-09-13 11:07:06.548991,Patient Left
1b6d505c-2da1-45b1-ab9b-70978ec5432c,HCW check-out,2024-09-13 11:07:07.403963,2024-09-13 11:07:08.837998,Patient Left
