activity_id,activity_name,start,end,patient
dd1d0729-adc6-4d45-8f63-a304fade33b8,Donor check-in,2024-09-13 10:53:39.619624,2024-09-13 10:53:42.328308,Patient Left
795e7cb5-28c4-4018-8287-abaeeba50797,HCW check-in,2024-09-13 10:53:45.377379,2024-09-13 10:53:47.711011,Patient Left
dbfceff6-114c-453f-a3b7-79d374cf23b7,Hand hygiene,2024-09-13 10:53:48.888211,2024-09-13 10:54:04.541621,Patient Left
c0bb52cb-913b-416b-9d04-647704cd0730,Check blood drawing machine,2024-09-13 10:54:05.277575,2024-09-13 10:54:09.304868,Patient Left
ecf31e86-5b9f-419f-9822-ac505d6280cd,Apply tourniquet,2024-09-13 10:54:21.676000,2024-09-13 10:54:30.116568,Patient Left
dbfceff6-114c-453f-a3b7-79d374cf23b7,Hand hygiene and wear gloves,2024-09-13 10:54:30.922438,2024-09-13 10:55:03.023760,Patient Left
7f123b7a-e589-47ff-b1df-40ea79f02dde,Disinfect injection site,2024-09-13 10:55:03.512133,2024-09-13 10:55:11.730104,Patient Left
4d25e9ba-0a27-4892-8fea-4585afec0dde,Insert needle,2024-09-13 10:55:16.808674,2024-09-13 10:55:27.811406,Patient Left
6cb2bfbe-0115-437b-a73b-c0a5d8536608,Remove tourniquet,2024-09-13 10:55:29.755282,2024-09-13 10:55:36.212380,Patient Left
d5714ff5-766e-4079-b29e-0459f23f8e6d,Start blood drawing machine,2024-09-13 10:55:41.069784,2024-09-13 10:55:44.060294,Patient Left
04dab58e-2d4c-4c14-9dfa-c8516d6d9325,Monitor patient,2024-09-13 10:55:48.340144,2024-09-13 10:55:53.776890,Patient Left
cb1d10db-8766-4026-b1d2-f0093fb98d55,Stop blood drawing machine,2024-09-13 10:55:58.323028,2024-09-13 10:56:00.031834,Patient Left
96dab68c-e538-40e4-9cdb-fae937ed314e,Remove needle,2024-09-13 10:56:01.037708,2024-09-13 10:56:16.000386,Patient Left
dbfceff6-114c-453f-a3b7-79d374cf23b7,Remove gloves and hand hygiene,2024-09-13 10:56:17.585435,2024-09-13 10:56:41.775715,Patient Left
7cc29cf8-f408-4538-a6d6-3571891ea0db,Donor check-out,2024-09-13 10:56:42.751605,2024-09-13 10:56:47.030411,Patient Left
44f8fdc7-a383-4e00-b093-5bfab4f27d1c,Take out samples,2024-09-13 10:56:50.282710,2024-09-13 10:57:02.015862,Patient Left
dbfceff6-114c-453f-a3b7-79d374cf23b7,Hand hygiene,2024-09-13 10:57:05.532905,2024-09-13 10:57:26.491863,Patient Left
1b6d505c-2da1-45b1-ab9b-70978ec5432c,HCW check-out,2024-09-13 10:57:27.857536,2024-09-13 10:57:30.815647,Patient Left
