activity_id,activity_name,start,end,patient
22f61825-4b49-429a-969e-e29ee63b6fec,Donor check-in,2024-09-12 15:58:31.100487,2024-09-12 15:58:34.465433,Patient Left
dba4cb73-052c-4539-8ab6-033cefa764d1,HCW check-in,2024-09-12 15:58:36.788363,2024-09-12 15:58:40.979320,Patient Left
a9746dcf-1c19-49b5-a991-1825c5a254df,Hand hygiene,2024-09-12 15:58:42.980590,2024-09-12 15:58:54.979497,Patient Left
623ca3c4-f655-43e6-96d1-43204d73a687,Check blood drawing machine,2024-09-12 15:58:55.686085,2024-09-12 15:58:58.317128,Patient Left
2761bc54-2a4b-49e1-970f-13b3ba4cbb85,Apply tourniquet,2024-09-12 15:59:01.292111,2024-09-12 15:59:07.420201,Patient Left
a9746dcf-1c19-49b5-a991-1825c5a254df,Hand hygiene and wear gloves,2024-09-12 15:59:08.834882,2024-09-12 15:59:58.005780,Patient Left
6e3a9efe-a92d-4a1d-9f8a-d79934113536,Disinfect injection site,2024-09-12 15:59:58.767851,2024-09-12 16:00:07.703145,Patient Left
3b64b884-530c-4710-b45e-b1c398df662a,Insert needle,2024-09-12 16:00:10.471973,2024-09-12 16:00:18.175668,Patient Left
7890273e-a326-481a-99e3-b72714b9c960,Remove tourniquet,2024-09-12 16:00:24.936690,2024-09-12 16:00:29.441823,Patient Left
e6d1c5ae-42cf-46a4-abbd-1dea4b69c6f6,Start blood drawing machine,2024-09-12 16:00:32.723845,2024-09-12 16:00:37.251659,Patient Left
e66e3b20-ef0a-4870-9768-7693c3c63166,Monitor patient,2024-09-12 16:00:46.865720,2024-09-12 16:00:52.624619,Patient Left
79f6925a-bb13-4530-94e5-540ce56ce6ca,Stop blood drawing machine,2024-09-12 16:00:53.729862,2024-09-12 16:00:57.236067,Patient Left
9b86c465-fc6d-4c8c-a3f8-76b5840e74f7,Remove needle,2024-09-12 16:00:58.628454,2024-09-12 16:01:11.882192,Patient Left
a9746dcf-1c19-49b5-a991-1825c5a254df,Remove gloves and hand hygiene,2024-09-12 16:01:16.626811,2024-09-12 16:01:34.619004,Patient Left
78919e82-a835-4a3c-be8e-26f9a1d5f01e,Donor check-out,2024-09-12 16:01:36.122976,2024-09-12 16:01:50.822069,Patient Left
d6f16c0b-1505-4912-9643-211354bbae7b,Take out samples,2024-09-12 16:01:53.390701,2024-09-12 16:02:01.865549,Patient Left
a9746dcf-1c19-49b5-a991-1825c5a254df,Hand hygiene,2024-09-12 16:02:02.895166,2024-09-12 16:02:12.818858,Patient Left
0c7fb620-c047-4af0-9da0-59e22fa5e8c4,HCW check-out,2024-09-12 16:02:13.722266,2024-09-12 16:02:17.060064,Patient Left
