activity_id,activity_name,start,end,patient
a67d69be-d371-4f70-87fe-f5c999f44de1,Donor check-in,2024-09-11 16:21:14.076310,2024-09-11 16:21:17.135011,Patient Left
a9b06dd5-14e3-4d3a-8612-9a7beb988e3b,HCW check-in,2024-09-11 16:21:19.659436,2024-09-11 16:21:28.802038,Patient Left
20906e47-d40b-45f2-a65b-173dbb8f6431,Hand hygiene,2024-09-11 16:21:31.898305,2024-09-11 16:21:43.090197,Patient Left
9d37ae30-3455-4566-83dd-5cf6e7d3bcf5,Check blood drawing machine,2024-09-11 16:21:44.495760,2024-09-11 16:21:50.781927,Patient Left
3f560d09-c0b4-4b21-803b-c7d53483c86c,Apply tourniquet,2024-09-11 16:21:52.979481,2024-09-11 16:22:01.938633,Patient Left
20906e47-d40b-45f2-a65b-173dbb8f6431,Hand hygiene and wear gloves,2024-09-11 16:22:04.598678,2024-09-11 16:22:23.797911,Patient Left
584e55d1-6d29-4755-8157-8425e350d58f,Disinfect injection site,2024-09-11 16:22:26.891027,2024-09-11 16:22:47.324893,Patient Left
ec51e296-e89b-4f04-9269-eba290522620,Insert needle,2024-09-11 16:22:49.290873,2024-09-11 16:23:07.566052,Patient Left
458e722f-09a4-44ab-ad01-ad9776af9ea6,Remove tourniquet,2024-09-11 16:23:08.992632,2024-09-11 16:23:17.412620,Patient Left
7b49baac-e486-4043-8a77-e615b77fa894,Start blood drawing machine,2024-09-11 16:23:22.719282,2024-09-11 16:23:28.451731,Patient Left
0e7ff5d4-31da-4d90-a342-6e05fc718c1d,Monitor patient,2024-09-11 16:23:36.486296,2024-09-11 16:23:48.195303,Patient Left
3f266752-410a-4b3b-98a2-1d6982092cc1,Stop blood drawing machine,2024-09-11 16:23:52.422414,2024-09-11 16:23:57.063241,Patient Left
a4485d2e-56db-4da8-9373-3478d95254fa,Remove needle,2024-09-11 16:24:01.205095,2024-09-11 16:24:14.443316,Patient Left
20906e47-d40b-45f2-a65b-173dbb8f6431,Remove gloves and hand hygiene,2024-09-11 16:24:18.166094,2024-09-11 16:24:35.923117,Patient Left
339b2376-8b7e-42e2-9f97-318155e799b4,Donor check-out,2024-09-11 16:24:40.417232,2024-09-11 16:24:43.215300,Patient Left
baa31a27-fcb4-4cc7-8247-d7fa5eda96c7,Take out samples,2024-09-11 16:24:51.714906,2024-09-11 16:24:56.392156,Patient Left
20906e47-d40b-45f2-a65b-173dbb8f6431,Hand hygiene,2024-09-11 16:24:59.945982,2024-09-11 16:25:06.727942,Patient Left
7a41d5ac-378f-4141-bcd0-d1268b27d4d6,HCW check-out,2024-09-11 16:25:10.605932,2024-09-11 16:25:14.799346,Patient Left
