activity_id,activity_name,start,end,patient
dd1d0729-adc6-4d45-8f63-a304fade33b8,Donor check-in,2024-09-13 11:09:04.765614,2024-09-13 11:09:06.599529,Patient Left
795e7cb5-28c4-4018-8287-abaeeba50797,HCW check-in,2024-09-13 11:09:08.453782,2024-09-13 11:09:11.570243,Patient Left
dbfceff6-114c-453f-a3b7-79d374cf23b7,Hand hygiene,2024-09-13 11:09:12.768654,2024-09-13 11:09:20.738362,Patient Left
c0bb52cb-913b-416b-9d04-647704cd0730,Check blood drawing machine,2024-09-13 11:09:21.910240,2024-09-13 11:09:27.232449,Patient Left
b66fea1b-5483-496a-b810-0d9ace55fa8b,Disturbance,2024-09-13 11:09:34.058000,2024-09-13 11:09:34.499081,Patient Left
dbfceff6-114c-453f-a3b7-79d374cf23b7,Hand hygiene,2024-09-13 11:09:35.518526,2024-09-13 11:09:42.028371,Patient Left
ecf31e86-5b9f-419f-9822-ac505d6280cd,Apply tourniquet,2024-09-13 11:09:45.840652,2024-09-13 11:09:53.069648,Patient Left
dbfceff6-114c-453f-a3b7-79d374cf23b7,Hand hygiene and wear gloves,2024-09-13 11:09:55.524385,2024-09-13 11:10:46.781197,Patient Left
7f123b7a-e589-47ff-b1df-40ea79f02dde,Disinfect injection site,2024-09-13 11:10:50.329752,2024-09-13 11:11:02.865305,Patient Left
4d25e9ba-0a27-4892-8fea-4585afec0dde,Insert needle,2024-09-13 11:11:04.437220,2024-09-13 11:11:13.355791,Patient Left
6cb2bfbe-0115-437b-a73b-c0a5d8536608,Remove tourniquet,2024-09-13 11:11:14.210732,2024-09-13 11:11:19.298407,Patient Left
d5714ff5-766e-4079-b29e-0459f23f8e6d,Start blood drawing machine,2024-09-13 11:11:20.241261,2024-09-13 11:11:23.963590,Patient Left
04dab58e-2d4c-4c14-9dfa-c8516d6d9325,Monitor patient,2024-09-13 11:11:35.546302,2024-09-13 11:11:39.930079,Patient Left
cb1d10db-8766-4026-b1d2-f0093fb98d55,Stop blood drawing machine,2024-09-13 11:11:51.568272,2024-09-13 11:11:55.333310,Patient Left
96dab68c-e538-40e4-9cdb-fae937ed314e,Remove needle,2024-09-13 11:11:56.451608,2024-09-13 11:12:06.586069,Patient Left
dbfceff6-114c-453f-a3b7-79d374cf23b7,Remove gloves and hand hygiene,2024-09-13 11:12:07.350985,2024-09-13 11:12:22.798153,Patient Left
7cc29cf8-f408-4538-a6d6-3571891ea0db,Donor check-out,2024-09-13 11:12:23.604091,2024-09-13 11:12:24.893191,Patient Left
44f8fdc7-a383-4e00-b093-5bfab4f27d1c,Take out samples,2024-09-13 11:12:27.706033,2024-09-13 11:12:43.302187,Patient Left
dbfceff6-114c-453f-a3b7-79d374cf23b7,Hand hygiene,2024-09-13 11:12:45.049721,2024-09-13 11:12:53.751078,Patient Left
1b6d505c-2da1-45b1-ab9b-70978ec5432c,HCW check-out,2024-09-13 11:12:55.761759,2024-09-13 11:12:57.098968,Patient Left
