activity_id,activity_name,start,end,patient
22f61825-4b49-429a-969e-e29ee63b6fec,Donor check-in,2024-09-12 16:21:15.836680,2024-09-12 16:21:21.220594,Patient Left
dba4cb73-052c-4539-8ab6-033cefa764d1,HCW check-in,2024-09-12 16:21:29.156745,2024-09-12 16:21:33.557051,Patient Left
a9746dcf-1c19-49b5-a991-1825c5a254df,Hand hygiene,2024-09-12 16:21:36.463605,2024-09-12 16:22:21.428802,Patient Left
623ca3c4-f655-43e6-96d1-43204d73a687,Check blood drawing machine,2024-09-12 16:22:22.961770,2024-09-12 16:22:26.746908,Patient Left
ec58a535-87c3-434e-884a-b70d7833c4be,Disturbance,2024-09-12 16:22:43.875007,2024-09-12 16:22:49.748130,Patient Left
a9746dcf-1c19-49b5-a991-1825c5a254df,Hand hygiene,2024-09-12 16:22:52.014789,2024-09-12 16:23:29.032959,Patient Left
2761bc54-2a4b-49e1-970f-13b3ba4cbb85,Apply tourniquet,2024-09-12 16:23:30.184776,2024-09-12 16:23:39.330432,Patient Left
a9746dcf-1c19-49b5-a991-1825c5a254df,Hand hygiene and wear gloves,2024-09-12 16:23:41.857019,2024-09-12 16:25:18.493832,Patient Left
6e3a9efe-a92d-4a1d-9f8a-d79934113536,Disinfect injection site,2024-09-12 16:25:19.228460,2024-09-12 16:25:32.950681,Patient Left
3b64b884-530c-4710-b45e-b1c398df662a,Insert needle,2024-09-12 16:25:40.167103,2024-09-12 16:25:52.055409,Patient Left
7890273e-a326-481a-99e3-b72714b9c960,Remove tourniquet,2024-09-12 16:26:02.654432,2024-09-12 16:26:07.302535,Patient Left
e6d1c5ae-42cf-46a4-abbd-1dea4b69c6f6,Start blood drawing machine,2024-09-12 16:26:10.712375,2024-09-12 16:26:14.073367,Patient Left
e66e3b20-ef0a-4870-9768-7693c3c63166,Monitor patient,2024-09-12 16:26:23.540929,2024-09-12 16:26:26.762562,Patient Left
79f6925a-bb13-4530-94e5-540ce56ce6ca,Stop blood drawing machine,2024-09-12 16:26:29.354444,2024-09-12 16:26:32.469759,Patient Left
9b86c465-fc6d-4c8c-a3f8-76b5840e74f7,Remove needle,2024-09-12 16:26:38.906312,2024-09-12 16:26:52.513378,Patient Left
a9746dcf-1c19-49b5-a991-1825c5a254df,Remove gloves and hand hygiene,2024-09-12 16:26:54.507943,2024-09-12 16:27:37.102136,Patient Left
78919e82-a835-4a3c-be8e-26f9a1d5f01e,Donor check-out,2024-09-12 16:27:41.404849,2024-09-12 16:27:46.470796,Patient Left
d6f16c0b-1505-4912-9643-211354bbae7b,Take out samples,2024-09-12 16:27:48.662219,2024-09-12 16:28:01.570224,Patient Left
a9746dcf-1c19-49b5-a991-1825c5a254df,Hand hygiene,2024-09-12 16:28:03.445081,2024-09-12 16:28:44.025879,Patient Left
0c7fb620-c047-4af0-9da0-59e22fa5e8c4,HCW check-out,2024-09-12 16:28:45.173153,2024-09-12 16:28:47.952048,Patient Left
