activity_id,activity_name,start,end,patient
22f61825-4b49-429a-969e-e29ee63b6fec,Donor check-in,2024-09-12 16:04:27.778860,2024-09-12 16:04:33.120948,Patient Left
dba4cb73-052c-4539-8ab6-033cefa764d1,HCW check-in,2024-09-12 16:04:37.826872,2024-09-12 16:04:38.568421,Patient Left
a9746dcf-1c19-49b5-a991-1825c5a254df,Hand hygiene,2024-09-12 16:04:39.820842,2024-09-12 16:04:55.871130,Patient Left
623ca3c4-f655-43e6-96d1-43204d73a687,Check blood drawing machine,2024-09-12 16:04:56.388595,2024-09-12 16:04:58.323629,Patient Left
ec58a535-87c3-434e-884a-b70d7833c4be,Disturbance,2024-09-12 16:05:01.305533,2024-09-12 16:05:03.928422,Patient Left
a9746dcf-1c19-49b5-a991-1825c5a254df,Hand hygiene,2024-09-12 16:05:05.287486,2024-09-12 16:05:23.022429,Patient Left
2761bc54-2a4b-49e1-970f-13b3ba4cbb85,Apply tourniquet,2024-09-12 16:05:25.766049,2024-09-12 16:05:32.177622,Patient Left
a9746dcf-1c19-49b5-a991-1825c5a254df,Hand hygiene and wear gloves,2024-09-12 16:05:33.178926,2024-09-12 16:06:10.128427,Patient Left
6e3a9efe-a92d-4a1d-9f8a-d79934113536,Disinfect injection site,2024-09-12 16:06:10.842378,2024-09-12 16:06:17.791412,Patient Left
3b64b884-530c-4710-b45e-b1c398df662a,Insert needle,2024-09-12 16:06:21.697205,2024-09-12 16:06:27.374252,Patient Left
7890273e-a326-481a-99e3-b72714b9c960,Remove tourniquet,2024-09-12 16:06:29.999687,2024-09-12 16:06:34.116413,Patient Left
e6d1c5ae-42cf-46a4-abbd-1dea4b69c6f6,Start blood drawing machine,2024-09-12 16:06:36.062821,2024-09-12 16:06:38.170397,Patient Left
e66e3b20-ef0a-4870-9768-7693c3c63166,Monitor patient,2024-09-12 16:06:45.571641,2024-09-12 16:06:49.674935,Patient Left
79f6925a-bb13-4530-94e5-540ce56ce6ca,Stop blood drawing machine,2024-09-12 16:06:51.215715,2024-09-12 16:06:53.734059,Patient Left
9b86c465-fc6d-4c8c-a3f8-76b5840e74f7,Remove needle,2024-09-12 16:06:55.687673,2024-09-12 16:07:01.842307,Patient Left
a9746dcf-1c19-49b5-a991-1825c5a254df,Remove gloves and hand hygiene,2024-09-12 16:07:05.307263,2024-09-12 16:07:26.510812,Patient Left
78919e82-a835-4a3c-be8e-26f9a1d5f01e,Donor check-out,2024-09-12 16:07:27.413726,2024-09-12 16:07:29.389137,Patient Left
d6f16c0b-1505-4912-9643-211354bbae7b,Take out samples,2024-09-12 16:07:31.454824,2024-09-12 16:07:41.305076,Patient Left
a9746dcf-1c19-49b5-a991-1825c5a254df,Hand hygiene,2024-09-12 16:07:42.579455,2024-09-12 16:07:55.868890,Patient Left
0c7fb620-c047-4af0-9da0-59e22fa5e8c4,HCW check-out,2024-09-12 16:07:56.994441,2024-09-12 16:07:58.800471,Patient Left
