activity_id,activity_name,start,end,patient
269680b3-2dae-4f91-a76e-eafd8ad3b308,Donor check-in,2024-09-12 11:19:04.891246,2024-09-12 11:19:05.825760,Patient Left
248d8dc6-a01c-4767-9851-8222b00a9ebe,HCW check-in,2024-09-12 11:19:07.007357,2024-09-12 11:19:12.230442,Patient Left
f6f8523b-e71d-4de6-afd2-867549e70093,Hand hygiene,2024-09-12 11:19:13.193368,2024-09-12 11:19:33.946855,Patient Left
484852f6-c36e-48c4-9eae-4ae2f7b86a1c,Check blood drawing machine,2024-09-12 11:19:35.393712,2024-09-12 11:19:45.312726,Patient Left
8a58b3fd-0cdf-4b06-8e17-f2ef9142e16b,Apply tourniquet,2024-09-12 11:19:50.535384,2024-09-12 11:19:58.704601,Patient Left
f6f8523b-e71d-4de6-afd2-867549e70093,Hand hygiene and wear gloves,2024-09-12 11:19:59.399458,2024-09-12 11:20:58.079205,Patient Left
97b32de9-4c1b-4b6d-b3a4-6ed49f157ac4,Disinfect injection site,2024-09-12 11:20:58.845156,2024-09-12 11:21:13.247759,Patient Left
9e42df93-d555-46a8-a703-3376bc2817e6,Insert needle,2024-09-12 11:21:16.340089,2024-09-12 11:21:27.229403,Patient Left
9fb65755-bb79-4e26-933d-ad62c44b49d3,Remove tourniquet,2024-09-12 11:21:28.057016,2024-09-12 11:21:35.002669,Patient Left
24c9a19d-f863-4763-9817-9936acc119fe,Start blood drawing machine,2024-09-12 11:21:36.529446,2024-09-12 11:21:41.450262,Patient Left
75932625-5d1f-45ef-9f2f-04e9706e0e81,Monitor patient,2024-09-12 11:21:51.161942,2024-09-12 11:21:54.889005,Patient Left
bfcf39d5-a75f-488b-affa-02fa338b518e,Stop blood drawing machine,2024-09-12 11:21:57.757837,2024-09-12 11:22:01.631961,Patient Left
1967f1c5-ad9f-49ad-bdbb-7bc9b0340ac2,Remove needle,2024-09-12 11:22:05.385977,2024-09-12 11:22:20.860873,Patient Left
f6f8523b-e71d-4de6-afd2-867549e70093,Remove gloves and hand hygiene,2024-09-12 11:22:22.647324,2024-09-12 11:22:43.544900,Patient Left
6ee234a6-ea2f-4631-90c3-2faadc2a0057,Donor check-out,2024-09-12 11:22:44.810042,2024-09-12 11:22:47.326098,Patient Left
a01a6120-7ee2-4632-9f16-e67c5997236f,Take out samples,2024-09-12 11:22:48.619423,2024-09-12 11:22:58.541121,Patient Left
f6f8523b-e71d-4de6-afd2-867549e70093,Hand hygiene,2024-09-12 11:23:01.395046,2024-09-12 11:23:16.775406,Patient Left
c45c11cb-4190-4a2a-bd45-43489b3082dc,HCW check-out,2024-09-12 11:23:18.755601,2024-09-12 11:23:22.910411,Patient Left
