activity_id,activity_name,start,end,patient
269680b3-2dae-4f91-a76e-eafd8ad3b308,Donor check-in,2024-09-12 10:57:44.415329,2024-09-12 10:57:46.729860,Patient Left
248d8dc6-a01c-4767-9851-8222b00a9ebe,HCW check-in,2024-09-12 10:57:51.466513,2024-09-12 10:57:55.782658,Patient Left
f6f8523b-e71d-4de6-afd2-867549e70093,Hand hygiene,2024-09-12 10:57:58.029712,2024-09-12 10:58:11.312994,Patient Left
484852f6-c36e-48c4-9eae-4ae2f7b86a1c,Check blood drawing machine,2024-09-12 10:58:12.223833,2024-09-12 10:58:15.201144,Patient Left
8a58b3fd-0cdf-4b06-8e17-f2ef9142e16b,Apply tourniquet,2024-09-12 10:58:16.738506,2024-09-12 10:58:23.070760,Patient Left
f6f8523b-e71d-4de6-afd2-867549e70093,Hand hygiene and wear gloves,2024-09-12 10:58:26.496973,2024-09-12 10:59:05.416915,Patient Left
97b32de9-4c1b-4b6d-b3a4-6ed49f157ac4,Disinfect injection site,2024-09-12 10:59:06.025591,2024-09-12 10:59:18.416875,Patient Left
9e42df93-d555-46a8-a703-3376bc2817e6,Insert needle,2024-09-12 10:59:20.169946,2024-09-12 10:59:29.117583,Patient Left
9fb65755-bb79-4e26-933d-ad62c44b49d3,Remove tourniquet,2024-09-12 10:59:30.084407,2024-09-12 10:59:33.364316,Patient Left
24c9a19d-f863-4763-9817-9936acc119fe,Start blood drawing machine,2024-09-12 10:59:36.256223,2024-09-12 10:59:40.422434,Patient Left
75932625-5d1f-45ef-9f2f-04e9706e0e81,Monitor patient,2024-09-12 10:59:43.467190,2024-09-12 10:59:49.976774,Patient Left
bfcf39d5-a75f-488b-affa-02fa338b518e,Stop blood drawing machine,2024-09-12 10:59:53.635798,2024-09-12 10:59:54.971289,Patient Left
1967f1c5-ad9f-49ad-bdbb-7bc9b0340ac2,Remove needle,2024-09-12 10:59:57.807223,2024-09-12 11:00:11.106017,Patient Left
f6f8523b-e71d-4de6-afd2-867549e70093,Remove gloves and hand hygiene,2024-09-12 11:00:16.107454,2024-09-12 11:00:37.548621,Patient Left
6ee234a6-ea2f-4631-90c3-2faadc2a0057,Donor check-out,2024-09-12 11:00:38.776477,2024-09-12 11:00:41.080512,Patient Left
a01a6120-7ee2-4632-9f16-e67c5997236f,Take out samples,2024-09-12 11:00:45.365376,2024-09-12 11:00:52.670482,Patient Left
f6f8523b-e71d-4de6-afd2-867549e70093,Hand hygiene,2024-09-12 11:00:57.369374,2024-09-12 11:01:06.044761,Patient Left
c45c11cb-4190-4a2a-bd45-43489b3082dc,HCW check-out,2024-09-12 11:01:07.159636,2024-09-12 11:01:10.026794,Patient Left
